Generic	Shape	Route	Indication	Dep	Diagn	Gender	MinAge	MaxAge	MinWeight	MaxWeight	MinBSA	MaxBSA	MinGestAge	MaxGestAge	MinPMAge	MaxPMAge	DoseType	Substance	Freqs	DoseUnit	AdjustUnit	FreqUnit	RateUnit	MinTime	MaxTime	TimeUnit	MinInt	MaxInt	IntUnit	MinDur	MaxDur	DurUnit	NormQty	MinQty	MaxQty	NormQtyAdj	MinQtyAdj	MaxQtyAdj	NormPerTime	MinPerTime	MaxPerTime	NormPerTimeAdj	MinPerTimeAdj	MaxPerTimeAdj	NormRate	MinRate	MaxRate	NormRateAdj	MinRateAdj	MaxRateAdj
mebendazol	tablet	or	enterobiasis				30	7200									onderhoud	mebendazol	1	mg		2 weken													100						200									
mebeverine	capsule met gereguleerde afgifte	or	prikkelbare darm syndroom				3600										onderhoud	mebeverine	2	mg		dag																												
mecasermine	injectievloeistof	sc	groeistoornissen met ernstige primaire insuline-achtige groeifactor-1-deficiëntie (igfd).				720	7200									onderhoud	mecasermine	2	mg	kg	dag																					0.16	0.24						
medroxyprogesteron	suspensie voor injectie	im	anticonceptie				4320										onderhoud	medroxyprogesteron	1	mg		12 weken													150				150		150									
medroxyprogesteron	suspensie voor injectie	sc	anticonceptie				4320										onderhoud	medroxyprogesteron	1	mg		13 weken													104				104		104									
medroxyprogesteron	suspensie voor injectie	im	voorkomen endometriumhyperplasie bij oestrogeenbehandeling ivm puberteitsinductie of groeiremming				4320										onderhoud	medroxyprogesteron	1	mg		dag																												
medroxyprogesteron	tablet	or	voorkomen endometriumhyperplasie bij oestrogeenbehandeling ivm puberteitsinductie of groeiremming				4320										onderhoud	medroxyprogesteron	1	mg		dag													10					5	10									
mefloquine	tablet	or	behandeling malaria						5,000								onderhoud	mefloquine	2; 3	mg	kg	dag																					20	25						
mefloquine	tablet	or	profylaxe malaria						15,000								onderhoud	mefloquine	1	mg	kg	week																				5		5.5						
melatonine	tablet	or	slaapstoornissen				30	7200									onderhoud	melatonine	1	mg		dag																												
melatonine	tablet met gereguleerde afgifte	or	slaapstoornissen				30	7200									onderhoud	melatonine	1	mg		dag																												
mercaptamine	capsule	or	cystinosis					7200									onderhoud	mercaptamine	4; 5	mg	kg	dag																					50	70						
mercaptopurine	suspensie voor oraal gebruik	or	inflammatoire darmziekten (ibd)				30	7200									onderhoud	mercaptopurine	1	mg	kg	dag																					1	1.5						
mercaptopurine	tablet	or	inflammatoire darmziekten (ibd)				30	7200									onderhoud	mercaptopurine	1	mg	kg	dag																					1	1.5						
mercaptopurine	suspensie voor oraal gebruik	or	oncologische aandoeningen					7200									onderhoud	mercaptopurine		mg	kg																					2.5								
mercaptopurine	tablet	or	oncologische aandoeningen					7200									onderhoud	mercaptopurine		mg	kg																					2.5								
meropenem	poeder voor injectie/infusieoplossing	iv	infecties					7									onderhoud	meropenem	2	mg	kg	dag																				40		45						
meropenem	poeder voor injectie/infusieoplossing	iv	infecties				7	30									onderhoud	meropenem	3	mg	kg	dag																				60		65						
meropenem	poeder voor injectie/infusieoplossing	iv	infecties				30	7200									onderhoud	meropenem	3	mg	kg	dag													6000							60		65						
meropenem	poeder voor injectie/infusieoplossing	iv	infecties bij cystic fibrosis				30	7200									onderhoud	meropenem	3	mg	kg	dag																				120								
meropenem	poeder voor injectie/infusieoplossing	iv	meningitis				30	540									onderhoud	meropenem	3	mg	kg	dag																				120		130						
mesalazine	granulaat met gereguleerde afgifte	or	colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven				720	7200									onderhoud	mesalazine	1; 2	gram	kg	dag																					0.06	0.12						
mesalazine	granulaat met gereguleerde afgifte	or	colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven				720	7200									onderhoud	mesalazine	1; 2	mg	kg	dag																					0.06	0.12						
mesalazine	klysma	rect	colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven				720	7200									onderhoud	mesalazine	1	mg	kg	dag																				25								
mesalazine	maagsapresistente tablet	or	colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven				720	7200									onderhoud	mesalazine	1; 2	mg	kg	dag																					60	120						
mesalazine	schuim voor rectaal gebruik	rect	colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven				720	7200									onderhoud	mesalazine	1	gram	kg	dag																				0.025								
mesalazine	tablet met gereguleerde afgifte	or	colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven				720	7200									onderhoud	mesalazine	1; 2	gram	kg	dag																					0.06	0.12						
mesalazine	tablet met gereguleerde afgifte	or	colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven				720	7200									onderhoud	mesalazine	1; 2	mg	kg	dag																					0.06	0.12						
mesalazine	zetpil	rect	colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven				720	7200									onderhoud	mesalazine	1	mg	kg	dag																				25								
metformine	tablet	or	diabetes type ii				3600	7200									onderhoud	metformine	1	mg		dag																												
methadon	drank	or	ontwenning van opiaten				30	7800									onderhoud	methadon	3; 4; 5; 6	mg	kg	dag																						1						
methadon	tablet	or	ontwenning van opiaten				30	7800									onderhoud	methadon	3; 4; 5; 6	mg	kg	dag																						1						
methadon	drank	or	pijnbestrijding				30	7800									onderhoud	methadon	3; 4; 5; 6	mg	kg	dag																					0.3	2.4						
methadon	tablet	or	pijnbestrijding				30	7800									onderhoud	methadon	3; 4; 5; 6	mg	kg	dag																					0.3	2.4						
methotrexaat	injectievloeistof	sc	juveniele dermatomyositis				30	7200									onderhoud	methotrexaat	1	mg	kg	week													40							1								
methotrexaat	tablet	or	juveniele dermatomyositis				30	7200									onderhoud	methotrexaat	1	mg	m2	week													20							10								
methotrexaat	injectievloeistof	sc	juveniele idiopathische arthritis (j.i.a.)				1080	7200									onderhoud	methotrexaat	1	mg	m2	week																					10	15						
methotrexaat	tablet	or	juveniele idiopathische arthritis (j.i.a.)				1080	7200									onderhoud	methotrexaat	1	mg	m2	week																					10	15						
methotrexaat	tablet	or	Matige tot ernstige plaque psoriasis				720	7200									onderhoud	methotrexaat	1	mg	kg	week																					0.2	0.4						
methotrexaat	tablet	or	oncologische aandoeningen					7200									onderhoud	methotrexaat		mg	m2																							30						
methotrexaat	injectievloeistof	sc	ziekte van crohn						20,000	30,000							onderhoud	methotrexaat		mg																			1.428571429											
methotrexaat	injectievloeistof	sc	ziekte van crohn						30,000	40,000							onderhoud	methotrexaat		mg																			2.142857143											
methotrexaat	injectievloeistof	sc	ziekte van crohn						40,000	50,000							onderhoud	methotrexaat		mg																			2.857142857											
methotrexaat	injectievloeistof	sc	ziekte van crohn						50,000								onderhoud	methotrexaat		mg																			3.571428571											
methotrexaat	tablet	or	ziekte van crohn						20,000	30,000							onderhoud	methotrexaat	1	mg		week																	10		11									
methotrexaat	tablet	or	ziekte van crohn						30,000	40,000							onderhoud	methotrexaat	1	mg		week																	15		16.5									
methotrexaat	tablet	or	ziekte van crohn						40,000	50,000							onderhoud	methotrexaat	1	mg		week																	20		22									
methotrexaat	tablet	or	ziekte van crohn						50,000								onderhoud	methotrexaat	1	mg		week																	25		27.5									
methylcellulose	oogdruppels	oog	verminderde traansecretie/uitdroging					7200									onderhoud		2; 3; 4; 5; 6	druppel		dag													1						6									
methylfenidaat	capsule met gereguleerde afgifte	or	attention deficit hyperactivity disorder (adhd)				2160	7200									onderhoud	methylfenidaat	1	mg		dag																												
methylfenidaat	tablet	or	attention deficit hyperactivity disorder (adhd)				1080	2160									onderhoud	methylfenidaat	2; 3; 4	mg	kg	dag																					0.3	1.4						
methylfenidaat	tablet	or	attention deficit hyperactivity disorder (adhd)				2160	7200									onderhoud	methylfenidaat	2; 3; 4	mg	kg	dag																					0.3	2						
methylfenidaat	tablet met gereguleerde afgifte	or	attention deficit hyperactivity disorder (adhd)				2160	4320									onderhoud	methylfenidaat	1	mg		dag																												
methylfenidaat	tablet met gereguleerde afgifte	or	attention deficit hyperactivity disorder (adhd)				4320	7200									onderhoud	methylfenidaat	1	mg		dag																												
methylprednisolon	injectievloeistof	iv	alloreactieve longproblemen				30	7200									onderhoud	methylprednisolon	1	mg	kg	dag													1000							10								
methylprednisolon	poeder voor oplossing voor infusie	iv	alloreactieve longproblemen				30	7200									onderhoud	methylprednisolon	1	mg	kg	dag													1000							10								
methylprednisolon	injectievloeistof	iv	hemolytische autoimmuun anemie				30	7200									onderhoud	methylprednisolon	4	mg	kg	dag																					4	8						
methylprednisolon	poeder voor oplossing voor infusie	iv	hemolytische autoimmuun anemie				30	7200									onderhoud	methylprednisolon	4	mg	kg	dag																					4	8						
methylprednisolon	injectievloeistof	iv	juveniele dermatomyositis				30	7200									onderhoud	methylprednisolon	1	mg	kg	dag																					15	30						
methylprednisolon	poeder voor oplossing voor infusie	iv	juveniele dermatomyositis				30	7200									onderhoud	methylprednisolon	1	mg	kg	dag																					15	30						
methylprednisolon	injectievloeistof	iv	pulse-therapie na rejectie donororganen of therapie resistente sle				30	7200									onderhoud	methylprednisolon	1	mg	kg	dag													1000								10	15						
methylprednisolon	poeder voor oplossing voor infusie	iv	pulse-therapie na rejectie donororganen of therapie resistente sle				30	7200									onderhoud	methylprednisolon	1	mg	kg	dag													1000								10	15						
metoclopramide	drank	or	ernstige misselijkheid en braken waarvan de oorzaak bekend is en indien behandeling met andere middelen onvoldoende effectief is gebleken				360	7200									onderhoud	metoclopramide	2; 3; 4	mg	kg	dag																					0.3	0.5						
metoclopramide	injectievloeistof	iv	ernstige misselijkheid en braken waarvan de oorzaak bekend is en indien behandeling met andere middelen onvoldoende effectief is gebleken				360	7200									onderhoud	metoclopramide	2; 3; 4	mg	kg	dag																					0.3	0.5						
metoclopramide	tablet	or	ernstige misselijkheid en braken waarvan de oorzaak bekend is en indien behandeling met andere middelen onvoldoende effectief is gebleken				360	7200									onderhoud	metoclopramide	2; 3; 4	mg	kg	dag																					0.3	0.5						
metoclopramide	zetpil	rect	ernstige misselijkheid en braken waarvan de oorzaak bekend is en indien behandeling met andere middelen onvoldoende effectief is gebleken				360	7200									onderhoud	metoclopramide	3	mg	kg	dag																				0.5								
metoprolol	suspensie	or	hypertensie					30					259				onderhoud	metoprolol	2	mg	kg	dag																					1	3						
metoprolol	suspensie	or	hypertensie				30	4320									onderhoud	metoprolol	2	mg	kg	dag																					1	3						
metoprolol	suspensie	or	hypertensie				4320	7200									onderhoud	metoprolol	2; 3; 4	mg		dag																												
metoprolol	tablet	or	hypertensie					30					259				onderhoud	metoprolol	2	mg	kg	dag																					1	3						
metoprolol	tablet	or	hypertensie				30	4320									onderhoud	metoprolol	2	mg	kg	dag																					1	3						
metoprolol	tablet	or	hypertensie				4320	7200									onderhoud	metoprolol	2; 3; 4	mg		dag																												
metoprolol	tablet met gereguleerde afgifte	or	hypertensie					30					259				onderhoud	metoprolol	2	mg	kg	dag																					1	3						
metoprolol	tablet met gereguleerde afgifte	or	hypertensie				30	4320									onderhoud	metoprolol	2	mg	kg	dag																					1	3						
metoprolol	tablet met gereguleerde afgifte	or	hypertensie				4320	7200									onderhoud	metoprolol	2; 3; 4	mg		dag																												
metronidazol	suspensie voor oraal gebruik	or	amoebiasis				30	7200									onderhoud	metronidazol	3	mg	kg	dag																					35	50						
metronidazol	tablet	or	amoebiasis				30	7200									onderhoud	metronidazol	3	mg	kg	dag																					35	50						
metronidazol	infusievloeistof	iv	anaerobe infecties													182	onderhoud	metronidazol	1	mg	kg	dag		60		min																7.5		8.25						
metronidazol	infusievloeistof	iv	anaerobe infecties												182	196	onderhoud	metronidazol	1	mg	kg	dag		60		min																10		11						
metronidazol	infusievloeistof	iv	anaerobe infecties												196	238	onderhoud	metronidazol	2	mg	kg	dag		60		min																15		16.5						
metronidazol	infusievloeistof	iv	anaerobe infecties												238	266	onderhoud	metronidazol	2	mg	kg	dag		60		min																20		22						
metronidazol	infusievloeistof	iv	anaerobe infecties					30							266		onderhoud	metronidazol	2	mg	kg	dag		60		min																20		22						
metronidazol	infusievloeistof	iv	anaerobe infecties				30	7200									onderhoud	metronidazol	3	mg	kg	dag		60		min																30								
metronidazol	suspensie voor oraal gebruik	or	blastocystosis				30	7200									onderhoud	metronidazol	3	mg	kg	dag																				50								
metronidazol	tablet	or	blastocystosis				30	7200									onderhoud	metronidazol	3	mg	kg	dag																				50								
metronidazol	suspensie voor oraal gebruik	or	dientamoebiasis				30	7200									onderhoud	metronidazol	1	mg	kg	dag																				50								
metronidazol	tablet	or	dientamoebiasis				30	7200									onderhoud	metronidazol	1	mg	kg	dag																				50								
metronidazol	suspensie voor oraal gebruik	or	eradicatie h.pylori (triple therapie)					7200									onderhoud	metronidazol	2	mg	kg	dag																				20								
metronidazol	tablet	or	eradicatie h.pylori (triple therapie)					7200									onderhoud	metronidazol	2	mg	kg	dag																				20								
metronidazol	suspensie voor oraal gebruik	or	gardnerella vaginalis				30	7200									onderhoud	metronidazol	2	mg		dag																												
