SortNo	Generic	Shape	Brand	Route	GPKs	Indication	ScheduleText	Dep	Gender	MinAge	MaxAge	MinWeight	MaxWeight	MinBSA	MaxBSA	MinGestAge	MaxGestAge	MinPMAge	MaxPMAge	DoseType	DoseText	UseGenericName	Substance	Freqs	DoseUnit	AdjustUnit	FreqUnit	RateUnit	MinTime	MaxTime	TimeUnit	MinInt	MaxInt	IntUnit	MinDur	MaxDur	DurUnit	MinQty	MaxQty	NormQtyAdj	MinQtyAdj	MaxQtyAdj	MinPerTime	MaxPerTime	NormPerTimeAdj	MinPerTimeAdj	MaxPerTimeAdj	MinRate	MaxRate	MinRateAdj	MaxRateAdj
2503	levothyroxine			ORAAL		Congenitale hypothyreoidie inductie	12 jaar tot 18 jaar Startdosering: 10 microg./kg/dag in 1 dosis Inductiefase teneinde normalisatie van FT4 en TSH te bereiken. Bij ernstige hypothyreoidie (FT4 < 8 pmol/L) wordt eenmalig na 12 uur de startdosering herhaald.. Onderhoudsdosering: 2 - 4 microg./kg/dag in 1 dosisAdvies inname/toediening: Levothyroxine kan 's ochtend of 's avonds en met dan wel zonder voedsel worden ingenomen, maar dient wel elke dag op dezelfde manier ingenomen te worden.De dosis aanpassing is ongeveer 1 microg/kg/dag, afgerond naar de dichtstbijzijnde eenheid van ± 6,25 microg (een kwart tablet van 25 microg). De dosering dient vervolgens te worden getitreerd op basis van de TSH en FT4 waarden.Streefwaarden: Inductiefase: FT4 25-35 pmol/L; TSH 0,4-4,0 Onderhoud: FT4: in referentiegebied, TSH 0,4-4,0			4383	6574									discontinuous	onderhoud		levothyroxine	1	microg	kg	dag													10											
2500	levothyroxine			ORAAL		Congenitale hypothyreoidie onderhoud	0 jaar tot 1 jaar Startdosering: 10 microg./kg/dag in 1 dosis Inductiefase teneinde normalisatie van FT4 en TSH te bereiken. Bij ernstige hypothyreoidie (FT4 < 8 pmol/L) wordt eenmalig na 12 uur de startdosering herhaald. . Onderhoudsdosering: 5 - 8 microg./kg/dag in 1 dosisAdvies inname/toediening: Levothyroxine kan 's ochtend of 's avonds en met dan wel zonder voedsel worden ingenomen, maar dient wel elke dag op dezelfde manier ingenomen te worden.De dosis aanpassing is ongeveer 1 microg/kg/dag, afgerond naar de dichtstbijzijnde eenheid van ± 6,25 microg (een kwart tablet van 25 microg). De dosering dient vervolgens te worden getitreerd op basis van de TSH en FT4 waarden. Streefwaarden: Inductiefase: FT4 25-35 pmol/L; TSH 0,4-4,0 Onderhoud: FT4: in referentiegebied, TSH 0,4-4,0			0	365									discontinuous	onderhoud		levothyroxine	1	microg	kg	dag														5	8									
2501	levothyroxine			ORAAL		Congenitale hypothyreoidie onderhoud	1 jaar tot 5 jaar Startdosering: 10 microg./kg/dag in 1 dosis Inductiefase teneinde normalisatie van FT4 en TSH te bereiken. Bij ernstige hypothyreoidie (FT4 < 8 pmol/L) wordt eenmalig na 12 uur de startdosering herhaald.. Onderhoudsdosering: 5 - 6 microg./kg/dag in 1 dosisAdvies inname/toediening: Levothyroxine kan 's ochtend of 's avonds en met dan wel zonder voedsel worden ingenomen, maar dient wel elke dag op dezelfde manier ingenomen te wordenDe dosis aanpassing is ongeveer 1 microg/kg/dag, afgerond naar de dichtstbijzijnde eenheid van ± 6,25 microg (een kwart tablet van 25 microg). De dosering dient vervolgens te worden getitreerd op basis van de TSH en FT4 waarden.Streefwaarden: Inductiefase: FT4 25-35 pmol/L; TSH 0,4-4,0 Onderhoud: FT4: in referentiegebied, TSH 0,4-4,0			365	1826									discontinuous	onderhoud		levothyroxine	1	microg	kg	dag														5	6									
2502	levothyroxine			ORAAL		Congenitale hypothyreoidie onderhoud	5 jaar tot 12 jaar Startdosering: 10 microg./kg/dag in 1 dosis Inductiefase teneinde normalisatie van FT4 en TSH te bereiken. Bij ernstige hypothyreoidie (FT4 < 8 pmol/L) wordt eenmalig na 12 uur de startdosering herhaald.. Onderhoudsdosering: 3 - 5 microg./kg/dag in 1 dosisAdvies inname/toediening: Levothyroxine kan 's ochtend of 's avonds en met dan wel zonder voedsel worden ingenomen, maar dient wel elke dag op dezelfde manier ingenomen te wordenDe dosis aanpassing is ongeveer 1 microg/kg/dag, afgerond naar de dichtstbijzijnde eenheid van ± 6,25 microg (een kwart tablet van 25 microg). De dosering dient vervolgens te worden getitreerd op basis van de TSH en FT4 waarden.Streefwaarden: Inductiefase: FT4 25-35 pmol/L; TSH 0,4-4,0 Onderhoud: FT4: in referentiegebied, TSH 0,4-4,0			1826	4383									discontinuous	onderhoud		levothyroxine	1	microg	kg	dag														3	5									
2503	levothyroxine			ORAAL		Congenitale hypothyreoidie onderhoud	12 jaar tot 18 jaar Startdosering: 10 microg./kg/dag in 1 dosis Inductiefase teneinde normalisatie van FT4 en TSH te bereiken. Bij ernstige hypothyreoidie (FT4 < 8 pmol/L) wordt eenmalig na 12 uur de startdosering herhaald.. Onderhoudsdosering: 2 - 4 microg./kg/dag in 1 dosisAdvies inname/toediening: Levothyroxine kan 's ochtend of 's avonds en met dan wel zonder voedsel worden ingenomen, maar dient wel elke dag op dezelfde manier ingenomen te worden.De dosis aanpassing is ongeveer 1 microg/kg/dag, afgerond naar de dichtstbijzijnde eenheid van ± 6,25 microg (een kwart tablet van 25 microg). De dosering dient vervolgens te worden getitreerd op basis van de TSH en FT4 waarden.Streefwaarden: Inductiefase: FT4 25-35 pmol/L; TSH 0,4-4,0 Onderhoud: FT4: in referentiegebied, TSH 0,4-4,0			4383	6574									discontinuous	onderhoud		levothyroxine	1	microg	kg	dag														2	4									
2494	levothyroxine			ORAAL		Hypothyreoidie	0 maanden tot 6 maanden 6 - 10 microg./kg/dag in 1 dosisAdvies inname/toediening: Levothyroxine kan 's ochtend of 's avonds en met dan wel zonder voedsel worden ingenomen, maar dient wel elke dagop dezelfde manier ingenomen te worden.De dosering dient vervolgens te worden getitreerd op basis van de TSH ( streven naar laag normaal), en FT4 (streven naar hoog normaal) waarden Indien de hypothyreoïdie langer bestaat dient de startdosis lager te zijn dan de gewenste onderhoudsdosering (50%) om bijwerkingen te voorkomen			0	182									discontinuous	onderhoud		levothyroxine	1	microg	kg	dag																			6	10				
2495	levothyroxine			ORAAL		Hypothyreoidie	6 maanden tot 1 jaar 5 - 8 microg./kg/dag in 1 dosisAdvies inname/toediening: Levothyroxine kan 's ochtend of 's avonds en met dan wel zonder voedsel worden ingenomen, maar dient wel elke dag op dezelfde manier ingenomen te worden.De dosering dient vervolgens te worden getitreerd op basis van de TSH ( streven naar laag normaal), en FT4 (streven naar hoog normaal) waarden Indien de hypothyreoïdie langer bestaat dient de startdosis lager te zijn dan de gewenste onderhoudsdosering (50%) om bijwerkingen te voorkomen			182	365									discontinuous	onderhoud		levothyroxine	1	microg	kg	dag																			5	8				
2496	levothyroxine			ORAAL		Hypothyreoidie	1 jaar tot 5 jaar 4 - 6 microg./kg/dag in 1 dosisAdvies inname/toediening: Levothyroxine kan 's ochtend of 's avonds en met dan wel zonder voedsel worden ingenomen, maar dient wel elke dag op dezelfde manier ingenomen te worden.De dosering dient vervolgens te worden getitreerd op basis van de TSH ( streven naar laag normaal), en FT4 (streven naar hoog normaal) waarden Indien de hypothyreoïdie langer bestaat dient de startdosis lager te zijn dan de gewenste onderhoudsdosering (50%) om bijwerkingen te voorkomen			365	1826									discontinuous	onderhoud		levothyroxine	1	microg	kg	dag																			4	6				
2497	levothyroxine			ORAAL		Hypothyreoidie	5 jaar tot 12 jaar 3 - 5 microg./kg/dag in 1 dosisAdvies inname/toediening: Levothyroxine kan 's ochtend of 's avonds en met dan wel zonder voedsel worden ingenomen, maar dient wel elke dag op dezelfde manier ingenomen te worden.De dosering dient vervolgens te worden getitreerd op basis van de TSH ( streven naar laag normaal), en FT4 (streven naar hoog normaal) waarden Indien de hypothyreoïdie langer bestaat dient de startdosis lager te zijn dan de gewenste onderhoudsdosering (50%) om bijwerkingen te voorkomen			1826	4383									discontinuous	onderhoud		levothyroxine	1	microg	kg	dag																			3	5				
2498	levothyroxine			ORAAL		Hypothyreoidie	12 jaar tot 18 jaar 2 - 3 microg./kg/dag in 1 dosisAdvies inname/toediening: Levothyroxine kan 's ochtend of 's avonds en met dan wel zonder voedsel worden ingenomen, maar dient wel elke dag op dezelfde manier ingenomen te worden.De dosering dient vervolgens te worden getitreerd op basis van de TSH ( streven naar laag normaal), en FT4 (streven naar hoog normaal) waarden Indien de hypothyreoïdie langer bestaat dient de startdosis lager te zijn dan de gewenste onderhoudsdosering (50%) om bijwerkingen te voorkomen			4383	6574									discontinuous	onderhoud		levothyroxine	1	microg	kg	dag																			2	3				
2507	levothyroxine			ORAAL		Juveniel myxoedeem	≥ 1 jaar Startdosering: 2,5 - 5 microg./kg/dag in 1 dosisOnderhoudsdosering: startdosering (totale dagdosering) iedere 2-4 weken ophogen met 50 mcg tot hoogste dosis waarbij geen bijwerkingen optreden..			365										discontinuous	onderhoud		levothyroxine	1	microg	kg	dag																			2.5	5				
2504	levothyroxine			ORAAL		Suppletie na thyreostatica	1 jaar tot 5 jaar 25 microg./dag in 1 dosisIndien TSH > 4 mE/L dan levothyroxine ophogen.			365	1826									discontinuous	onderhoud		levothyroxine	1	microg		dag											25	25												
2505	levothyroxine			ORAAL		Suppletie na thyreostatica	5 jaar tot 12 jaar 50 microg./dag in 1 dosisIndien TSH > 4 mE/L dan levothyroxine ophogen.			1826	4383									discontinuous	onderhoud		levothyroxine	1	microg		dag											50	50												
2506	levothyroxine			ORAAL		Suppletie na thyreostatica	12 jaar tot 18 jaar 75 microg./dag in 1 dosisIndien TSH > 4 mE/L dan levothyroxine ophogen.			4383	6574									discontinuous	onderhoud		levothyroxine	1	microg		dag											75	75												
2520	lidocaine			AURICULAIR		Oorpijn	1 maand tot 18 jaar 1 - 2 druppel(s)/dosis, zo nodig iedere 2 uur herhalen. Bevat glycerol. Door waterontrekking verminderde zwelling en pijnstelling. Alleen toepassen bij intact trommelvlies.De oordruppels eerst op lichaamstemperatuur brengen. Vóór indruppelen op de zij gaan liggen, na het druppelen nog 5 min. blijven liggen. Het oor kan met een watje worden afgesloten.			30	6574									once	zo nodig elke 2 uur		lidocaine		druppel													1	2												
2511	lidocaine	spray		CUTAAN		Lokale verdoving	1 maand tot 18 jaar Xylocaine 10% spray: aanbrengen op de huid; max. 3-5 mg/kg lich.gewich. Voorkom contact met ogen Xylocaine 5% zalf: aanbrengen op de huid. Voorkom contact met ogen			30	6574									once			lidocaine		mg	kg																5									
2511	lidocaine	zalf		CUTAAN		Lokale verdoving	1 maand tot 18 jaar Xylocaine 10% spray: aanbrengen op de huid; max. 3-5 mg/kg lich.gewich. Voorkom contact met ogen Xylocaine 5% zalf: aanbrengen op de huid. Voorkom contact met ogen			30	6574									once			lidocaine		keer													1	1												
2508	lidocaine			INTRAVENEUS		Aritmieën	1 maand tot 18 jaar Startdosering: 1 mg/kg/dosis in 2-3 minuten. Max: 3 mg/kg/dag. cumluatieve doses. Zonodig startdosis herhalen na 5 –10 minuten (maximaal 2 keer).. Onderhoudsdosering: 0,5 - 1,5 mg/kg/uur, continu infuus. Bij IV infusie langer dan 24 uur kan eliminatie snelheid afnemen. Verlaging van infusiesnelheid kan dan nodig zijn. Behandeling door of na overleg met een kinderarts-specialist (kindercardioloog) die ervaring heeft met gebruik van lidocaine voor deze indicatie.Er zijn geen studies betreffende de effectiviteit en veiligheid van lidocaïne bij kinderen met aritmieën gepubliceerd.			30	6574									timed	startdosering max 2x		lidocaine	1;2	mg	kg	dag	uur	2	3	min									1				3							
2508	lidocaine			INTRAVENEUS		Aritmieën	1 maand tot 18 jaar Startdosering: 1 mg/kg/dosis in 2-3 minuten. Max: 3 mg/kg/dag. cumluatieve doses. Zonodig startdosis herhalen na 5 –10 minuten (maximaal 2 keer).. Onderhoudsdosering: 0,5 - 1,5 mg/kg/uur, continu infuus. Bij IV infusie langer dan 24 uur kan eliminatie snelheid afnemen. Verlaging van infusiesnelheid kan dan nodig zijn. Behandeling door of na overleg met een kinderarts-specialist (kindercardioloog) die ervaring heeft met gebruik van lidocaine voor deze indicatie.Er zijn geen studies betreffende de effectiviteit en veiligheid van lidocaïne bij kinderen met aritmieën gepubliceerd.			30	6574									continuous			lidocaine		mg	kg		uur																						0.15	1.5
2516	lidocaine			INTRAVENEUS		Neonatale epileptische aanvallen: Neonaten MET hypothermie	Neonaten Zwangerschapsduur ≥ 36 weken en ≥ 2,5 kg Startdosering: 2 mg/kg in 10 min Onderhoudsdosering:4 mg/kg/uur gedurende 6 uur, dan als volgt afbouwen: 2 mg/kg/uur gedurende 12 uur, waarna stop.Toedienen onder ECG controle ivm mogelijk optreden van ritmestoornissen				182	2500				252				onceTimed	startdosering		lidocaine		mg	kg		uur	9	11	min									2											
2516	lidocaine			INTRAVENEUS		Neonatale epileptische aanvallen: Neonaten MET hypothermie	Neonaten Zwangerschapsduur ≥ 36 weken en ≥ 2,5 kg Startdosering: 2 mg/kg in 10 min Onderhoudsdosering:4 mg/kg/uur gedurende 6 uur, dan als volgt afbouwen: 2 mg/kg/uur gedurende 12 uur, waarna stop.Toedienen onder ECG controle ivm mogelijk optreden van ritmestoornissen				182	2500				252				continuous	afbouw stap 1, 6 uur		lidocaine		mg	kg		uur							6	6	uur													3.6	4.4
2516	lidocaine			INTRAVENEUS		Neonatale epileptische aanvallen: Neonaten MET hypothermie	Neonaten Zwangerschapsduur ≥ 36 weken en ≥ 2,5 kg Startdosering: 2 mg/kg in 10 min Onderhoudsdosering:4 mg/kg/uur gedurende 6 uur, dan als volgt afbouwen: 2 mg/kg/uur gedurende 12 uur, waarna stop.Toedienen onder ECG controle ivm mogelijk optreden van ritmestoornissen				182	2500				252				continuous	afbouw stap 2, 12 uur		lidocaine		mg	kg		uur							12	12	uur													1.8	2.2
2513	lidocaine			INTRAVENEUS		Neonatale epileptische aanvallen: Neonaten ZONDER hypothermie	Prematuren Zwangerschapsduur < 36 weken en 0,8 tot 1,5 kg Startdosering: 2 mg/kg in 10 min Onderhoudsdosering: 5 mg/kg/uur gedurende 4 uur, dan als volgt afbouwen: 2,5 mg/kg/uur gedurende 6 uur 1,25 mg/kg/uur gedurende 12 uur, waarna stopToedienen onder ECG controle ivm mogelijk optreden van ritmestoornissen				182	800	1500				252			onceTimed	startdosering		lidocaine		mg	kg		uur	9	11	min									2											
2513	lidocaine			INTRAVENEUS		Neonatale epileptische aanvallen: Neonaten ZONDER hypothermie	Prematuren Zwangerschapsduur < 36 weken en 0,8 tot 1,5 kg Startdosering: 2 mg/kg in 10 min Onderhoudsdosering: 5 mg/kg/uur gedurende 4 uur, dan als volgt afbouwen: 2,5 mg/kg/uur gedurende 6 uur 1,25 mg/kg/uur gedurende 12 uur, waarna stopToedienen onder ECG controle ivm mogelijk optreden van ritmestoornissen				182	800	1500				252			continuous	afbouw stap 1, 4 uur		lidocaine		mg	kg		uur							4	4	uur													4.5	5.5
2513	lidocaine			INTRAVENEUS		Neonatale epileptische aanvallen: Neonaten ZONDER hypothermie	Prematuren Zwangerschapsduur < 36 weken en 0,8 tot 1,5 kg Startdosering: 2 mg/kg in 10 min Onderhoudsdosering: 5 mg/kg/uur gedurende 4 uur, dan als volgt afbouwen: 2,5 mg/kg/uur gedurende 6 uur 1,25 mg/kg/uur gedurende 12 uur, waarna stopToedienen onder ECG controle ivm mogelijk optreden van ritmestoornissen				182	800	1500				252			continuous	afbouw stap 2, 6 uur		lidocaine		mg	kg		uur							6	6	uur													2.25	2.75
2513	lidocaine			INTRAVENEUS		Neonatale epileptische aanvallen: Neonaten ZONDER hypothermie	Prematuren Zwangerschapsduur < 36 weken en 0,8 tot 1,5 kg Startdosering: 2 mg/kg in 10 min Onderhoudsdosering: 5 mg/kg/uur gedurende 4 uur, dan als volgt afbouwen: 2,5 mg/kg/uur gedurende 6 uur 1,25 mg/kg/uur gedurende 12 uur, waarna stopToedienen onder ECG controle ivm mogelijk optreden van ritmestoornissen				182	800	1500				252			continuous	afbouw stap 3, 12 uur		lidocaine		mg	kg		uur							12	12	uur													1.125	1.375
2514	lidocaine			INTRAVENEUS		Neonatale epileptische aanvallen: Neonaten ZONDER hypothermie	Prematuren Zwangerschapsduur < 36 weken en 1,5 tot 2,5 kg Startdosering: 2 mg/kg in 10 min Onderhoudsdosering: 6 mg/kg/uur gedurende 4 uur. dan als volgt afbouwen: 3 mg/kg/uur gedurende 6 uur 1,5 mg/kg/uur gedurende 12 uur, waarna stopToedienen onder ECG controle ivm mogelijk optreden van ritmestoornissen				182	1500	2500				252			once	startdosering		lidocaine		mg	kg		uur	9	11	min									2											
2514	lidocaine			INTRAVENEUS		Neonatale epileptische aanvallen: Neonaten ZONDER hypothermie	Prematuren Zwangerschapsduur < 36 weken en 1,5 tot 2,5 kg Startdosering: 2 mg/kg in 10 min Onderhoudsdosering: 6 mg/kg/uur gedurende 4 uur. dan als volgt afbouwen: 3 mg/kg/uur gedurende 6 uur 1,5 mg/kg/uur gedurende 12 uur, waarna stopToedienen onder ECG controle ivm mogelijk optreden van ritmestoornissen				182	1500	2500				252			continuous	stap 1, 4 uur		lidocaine		mg	kg		uur							4	4	uur													5.4	6.6
2514	lidocaine			INTRAVENEUS		Neonatale epileptische aanvallen: Neonaten ZONDER hypothermie	Prematuren Zwangerschapsduur < 36 weken en 1,5 tot 2,5 kg Startdosering: 2 mg/kg in 10 min Onderhoudsdosering: 6 mg/kg/uur gedurende 4 uur. dan als volgt afbouwen: 3 mg/kg/uur gedurende 6 uur 1,5 mg/kg/uur gedurende 12 uur, waarna stopToedienen onder ECG controle ivm mogelijk optreden van ritmestoornissen				182	1500	2500				252			continuous	stap 2, 6 uur		lidocaine		mg	kg		uur							6	6	uur													2.7	3.3
2514	lidocaine			INTRAVENEUS		Neonatale epileptische aanvallen: Neonaten ZONDER hypothermie	Prematuren Zwangerschapsduur < 36 weken en 1,5 tot 2,5 kg Startdosering: 2 mg/kg in 10 min Onderhoudsdosering: 6 mg/kg/uur gedurende 4 uur. dan als volgt afbouwen: 3 mg/kg/uur gedurende 6 uur 1,5 mg/kg/uur gedurende 12 uur, waarna stopToedienen onder ECG controle ivm mogelijk optreden van ritmestoornissen				182	1500	2500				252			continuous	stap 3, 12 uur		lidocaine		mg	kg		uur							12	12	uur													2.25	2.75
2515	lidocaine			INTRAVENEUS		Neonatale epileptische aanvallen: Neonaten ZONDER hypothermie	Neonaten Zwangerschapsduur ≥ 36 weken en ≥ 2,5 kg Startdosering:2 mg/kg in 10 min Onderhoudsdosering: 6 mg/kg/uur gedurende 6 uur, dan als volgt afbouwen: 4 mg/kg/uur gedurende 12 uur 2 mg/kg/uur gedurende 12 uur, waarna stopToedienen onder ECG controle ivm mogelijk optreden van ritmestoornissen				182	2500				252				once	startdosering		lidocaine		mg	kg		uur	9	11	min																				
2515	lidocaine			INTRAVENEUS		Neonatale epileptische aanvallen: Neonaten ZONDER hypothermie	Neonaten Zwangerschapsduur ≥ 36 weken en ≥ 2,5 kg Startdosering:2 mg/kg in 10 min Onderhoudsdosering: 6 mg/kg/uur gedurende 6 uur, dan als volgt afbouwen: 4 mg/kg/uur gedurende 12 uur 2 mg/kg/uur gedurende 12 uur, waarna stopToedienen onder ECG controle ivm mogelijk optreden van ritmestoornissen				182	2500				252				continuous	stap 1, 6 uur		lidocaine		mg	kg		uur							6	6	uur													5.4	6.6
